Area,mnemonic,Gross Disposable Household Income (GDHI),Balance of primary income,Primary resources,Operating surplus,Mixed income,Compensation of employees,Property income received,Primary uses,Property income paid,Balance of secondary income,Secondary resources,Imputed social contributions/Social benefits received other than social transfers in kind,Other current transfers received,Secondary uses,Current taxes on income and wealth,Social contributions/Social benefits paid,Other current transfers paid
ladu:Broxbourne,E07000095,3.8,3.5,3.2,5,11,2.8,-2.8,-12.5,-12.5,1.6,2.6,2.1,7.8,2.2,3.9,0.4,5.1
ladu:Dacorum,E07000096,4.3,3.8,3.7,15,10.9,2.8,-2.8,-4.2,-4.2,2,3,2.5,8.5,2.5,4,0.5,5.8
ladu:East Hertfordshire,E07000242,3.6,3.2,2.9,7.1,10.9,2.8,-2.8,-10.8,-10.8,1.9,3.3,2.8,8.7,2.5,4,0.5,5.8
ladu:Hertsmere,E07000098,2.5,2.5,2.1,1.7,10.1,2.8,-2.8,-15.3,-15.3,2.3,2.7,2.3,8.1,2.5,4,0.6,5.3
ladu:North Hertfordshire,E07000099,3,2.9,2.6,3.6,10.5,2.8,-2.8,-13.7,-13.7,2.3,2.6,2.1,8.5,2.5,4.1,0.5,5.7
ladu:St Albans,E07000240,3.2,3,2.7,5.4,10.4,2.8,-2.8,-12.2,-12.2,2.4,2.8,2.4,7.9,2.5,3.9,0.6,5.1
ladu:Stevenage,E07000243,4.3,4.1,3.9,10.7,11.2,2.8,-2.8,-7.8,-7.8,3.1,1.8,1.2,8.4,2.3,4.2,0.4,5.8
ladu:Three Rivers,E07000102,2.5,2.5,2.1,2.3,9.8,2.8,-2.8,-14.8,-14.8,2.3,2.7,2.3,8,2.5,3.9,0.6,5.2
ladu:Watford,E07000103,4,3.7,3.4,6.8,10.7,2.8,-2.8,-11,-11,2.6,1.9,1.3,7.8,2.3,4,0.4,4.9
ladu:Welwyn Hatfield,E07000241,2.7,2.7,2.3,1.5,9.3,2.8,-2.8,-15.4,-15.4,2.4,2.6,2,9.2,2.5,4,0.5,6.6
ladu:Breckland,E07000143,4.8,5.3,5,9,10.9,5.7,-4.8,-9.3,-9.3,29.1,1.7,1.2,7.8,3.2,8.1,0,5.3
ladu:Broadland,E07000144,2.6,2.1,1.8,7.5,7.6,-0.5,3.5,-10.4,-10.4,-2.6,3,2.8,6.6,1.5,-1.5,3.2,4.4
ladu:Great Yarmouth,E07000145,2.3,1.9,1.8,10.1,8.6,-0.6,3.5,-8.2,-8.2,-12.2,2.7,2.4,6.1,1.8,-1.1,3.2,3.9
ladu:King's Lynn and West Norfolk,E07000146,4.5,3.7,3.4,9.6,9.4,5.6,-10.7,-8.7,-8.7,-12.5,0.3,-0.1,6.4,-1.1,9.6,-7,4.1
ladu:North Norfolk,E07000147,3.9,4.1,3.7,12.1,9.2,5.6,-10.7,-6.6,-6.6,2.3,0.3,-0.1,6.9,-0.4,9.2,-6.9,4.5
ladu:Norwich,E07000148,1.3,1.5,1.4,7.8,7.5,-0.5,3.5,-10.2,-10.2,3.1,1,0.6,6.2,1.6,-1.8,3.2,4
ladu:South Norfolk,E07000149,4.4,4.6,4.4,8.4,10.5,5.6,-4.8,-9.7,-9.7,7.6,2.2,1.8,8.7,3.5,8.3,0,6.4
ladu:Babergh,E07000200,3,2.6,2.4,10.3,9.6,1.1,-1.8,-8.1,-8.1,-0.7,2.7,2.4,7.1,1.7,0.6,2.2,4.8
ladu:Ipswich,E07000202,2.6,2.5,2.3,9.1,9.5,1.1,-1.8,-9.1,-9.1,1.5,1.8,1.5,6.2,1.7,0.6,2.1,3.8
ladu:Mid Suffolk,E07000203,3.3,2.7,2.6,13.4,9.1,1.1,-1.8,-5.5,-5.5,-1.1,3.3,2.9,7.2,1.8,0.6,2.2,4.9
ladu:East Suffolk,E07000244,2.7,2.3,2.1,8.8,9.2,1.1,-1.8,-9.4,-9.4,-21.2,3.1,2.8,7.2,1.9,1,2.1,4.9
ladu:West Suffolk,E07000245,2.5,2.3,2.1,7.6,10.2,1.1,-1.8,-10.4,-10.4,1.2,2.2,1.7,7.5,1.8,0.5,2.1,5.3
ladu:Camden,E09000007,3.8,5.5,5.2,-8.4,4.2,9.5,3.7,-16.3,-16.3,11.7,0.4,0.7,-2.6,8.5,12.5,3.8,-1.1
ladu:City of London,E09000001,4.6,6.5,6.3,-12.1,6.6,9.6,3.7,-19.6,-19.6,11.7,-0.1,-0.1,0.2,10.3,12.8,4.2,1.4
ladu:Hackney,E09000012,2.2,4.7,4.3,-11.4,4.7,8.5,1.1,-19,-19,15.5,-0.5,-0.8,3.7,8.3,15.4,3.9,2.3
ladu:Hammersmith and Fulham,E09000013,2.3,1.7,1.4,-5.9,7.4,3.4,-3,-14,-14,0,-0.3,-0.3,-0.9,-0.1,2.2,-3.5,-0.6
ladu:Haringey,E09000014,3.9,5.4,5.3,2.5,5.7,7.4,-0.2,-6.3,-6.3,14,-0.2,-0.5,4.8,6.9,11.3,3.5,2.3
ladu:Islington,E09000019,1.5,3.8,3.5,-12.8,4.5,7.4,-0.2,-20.3,-20.3,10.7,0.5,0.1,6.3,7.7,11.8,3.7,4.1
ladu:Kensington and Chelsea,E09000020,2.6,2,1.7,-1.5,11.9,3.4,-3,-10,-10,0.3,0.5,0.6,-2,0.3,2.1,-3.6,-2
ladu:Lambeth,E09000022,0.9,5.5,5.1,-10.1,4,8.5,3.8,-17.9,-17.9,21.3,-0.8,-1.2,5.3,14,12.9,15.9,3
ladu:Lewisham,E09000023,4.5,7.9,7.6,-2,7.6,10.2,4.4,-10.5,-10.5,24.8,0.8,0.6,5,12.8,16.6,11,3.1
ladu:Newham,E09000025,5.7,7.3,7.1,-1.3,10.3,8.7,1.1,-9.8,-9.8,18.3,-0.9,-1.2,3.8,7.1,14.6,3.9,2.5
ladu:Southwark,E09000028,3.3,7.3,7,-8.2,7.2,10.2,4.4,-16.1,-16.1,20.2,-0.3,-0.8,4.9,13.4,17,11.2,2.9
ladu:Tower Hamlets,E09000030,3.4,3.6,3.5,-3.1,8.7,3.9,1.9,-11.5,-11.5,4.3,1,0.5,7.3,3.3,6.4,-0.2,4.8
ladu:Wandsworth,E09000032,1.7,2.8,2.4,-10.4,4.9,4.1,5.7,-18.2,-18.2,5.4,4.1,5.1,-5.8,5.1,5.7,5,-3.8
ladu:Westminster,E09000033,1.2,1.4,1,-10.7,4.3,3.7,1.8,-18.4,-18.4,2.1,2.4,2.7,-0.8,2.2,5.3,-4,-0.3
ladu:Barking and Dagenham,E09000002,3.3,5.7,5.3,-9.5,9.8,7.2,2.1,-17.3,-17.3,29.3,-0.9,-1.4,4.6,7.2,6.4,8.3,2.9
ladu:Barnet,E09000003,1.8,2.4,2.2,-2.2,5.7,3.5,-0.6,-10.6,-10.6,5,1.1,0.9,3.2,3.2,6.1,0.3,2
ladu:Bexley,E09000004,1.6,2.8,2.5,-9.3,8.6,4.5,0.8,-17.1,-17.1,10,-1.4,-1.7,4.2,3.4,2.2,4.5,2.5
ladu:Brent,E09000005,2.2,2.8,2.6,-1.6,5.4,3.4,-0.3,-10.1,-10.1,6.5,-1,-1.1,0.8,2.5,6.9,-0.4,0.5
ladu:Bromley,E09000006,0.9,1.5,1.1,-8.8,5,3.6,-2,-16.7,-16.7,4,2.8,2.8,3.1,3.4,4.1,2.8,1.9
ladu:Croydon,E09000008,2.3,4.5,4.2,-4.2,6,6.3,1.4,-12.5,-12.5,17.2,-0.1,-0.2,1.3,7.2,9.3,6.4,0.7
ladu:Ealing,E09000009,0,0.8,0.5,-9.5,6.1,1.8,-0.6,-17.3,-17.3,4,1.7,1.8,0.7,3.1,0,6.5,-0.1
ladu:Enfield,E09000010,0.8,0.7,0.4,-7.8,6.8,2.6,-4.4,-15.8,-15.8,-0.2,1.1,1,3.5,0.7,7.4,-3.8,2
ladu:Greenwich,E09000011,2.8,3.5,3.3,-4.8,6.8,4.5,0.8,-13,-13,6.2,-0.5,-0.9,5.1,3.5,2.4,4.5,3.4
ladu:Harrow,E09000015,2.1,3.4,3.1,-4.9,8,5.1,-0.1,-13.1,-13.1,11.1,1.1,1.1,1.3,5.9,7.9,4.9,0.4
ladu:Havering,E09000016,3.2,5.2,4.8,-7.8,11,7.3,2.1,-15.8,-15.8,15.3,0.7,0.5,4.1,7.1,6,8.4,2.6
ladu:Hillingdon,E09000017,1.5,3.1,2.7,-9,8.2,5.1,-0.1,-16.8,-16.8,11.4,1.1,1,2.1,5.7,7.6,4.9,1.5
ladu:Hounslow,E09000018,1.5,2.1,1.9,-7.9,3.8,3,2.3,-15.9,-15.9,4.2,1.2,1,3.3,3,3.2,2.9,1.9
ladu:Kingston upon Thames,E09000021,0.3,1.8,1.5,-8.1,3,3.8,0.5,-16,-16,6.8,-0.1,-0.4,2.9,4.3,2.5,6.6,1.7
ladu:Merton,E09000024,0.2,1.8,1.6,-8.8,2.1,3.8,0.5,-16.7,-16.7,6.7,-0.9,-1.1,2,4.2,2.4,6.6,0.9
ladu:Redbridge,E09000026,4.2,6.2,5.8,-5.7,9,8.4,4.6,-13.9,-13.9,16.4,1.9,1.8,4.3,8.9,11.9,7.5,2.4
ladu:Richmond upon Thames,E09000027,1.1,1.7,1.4,-7.6,2.1,3,2.3,-15.6,-15.6,3.2,2.2,2.1,3.4,3,3,2.9,1.9
ladu:Sutton,E09000029,0.8,2,1.7,-8.1,4.3,3.8,0.5,-16.1,-16.1,8.3,1,0.8,3,4.5,2.6,6.5,1.8
ladu:Waltham Forest,E09000031,4.3,6.3,5.9,-7.1,9.6,8.4,4.6,-15.2,-15.2,16.9,1.1,0.8,4.4,8.8,11.9,7.5,2.6
ladu:Bracknell Forest,E06000036,2.9,4.1,3.2,-5.8,9.2,5.2,-3.3,-33.9,-33.9,8.3,1.2,0.7,5.6,5.2,7.9,3,3.7
ladu:Brighton and Hove,E06000043,3.7,5.4,4.5,0.7,11.5,5,0.7,-29.4,-29.4,15.6,1.3,1.1,3.1,7.6,6.1,9.2,2
ladu:Isle of Wight,E06000046,2.9,1.5,0.7,-0.8,7.9,0.4,-1.7,-30.4,-30.4,62.9,3,3,3.5,-0.6,4,-3.9,2.4
ladu:Medway,E06000035,2.6,4,3.2,-0.1,9.9,3.4,0.3,-29.9,-29.9,13.9,-0.3,-0.8,6.2,4.4,4.9,4.3,3.8
ladu:Milton Keynes,E06000042,4.4,5.8,5.1,0.9,12.3,5.8,1.5,-29.2,-29.2,12.5,3.8,3.5,7.4,7.9,8,8.2,4.8
ladu:Portsmouth,E06000044,3.4,4.6,3.9,0.7,11.2,4.5,-2.7,-29.4,-29.4,15.1,0.3,-0.1,5.8,4.2,7.8,2.4,3.6
ladu:Reading,E06000038,3.8,4.9,4.3,2.6,8.2,5.2,-3.3,-28,-28,9.9,0.4,-0.1,5,5.1,8.1,3,3.2
ladu:Slough,E06000039,4.7,5.5,4.8,3.3,10.3,5.2,-3.3,-27.6,-27.6,10,0.8,0.3,5.4,4.8,7.8,2.9,3.4
ladu:Southampton,E06000045,4.7,6.8,6.1,1.6,11.1,7.2,0.3,-28.8,-28.8,19.4,-0.1,-0.7,6.6,7.1,10.6,5.7,4.1
ladu:West Berkshire,E06000037,2.6,3.8,3.1,-3.4,9.9,5.2,-3.3,-32.3,-32.3,9.6,1.3,1.1,5,5.3,7.9,3.1,2.9
ladu:Windsor and Maidenhead,E06000040,2.7,4,3.2,-0.7,9.6,5.2,-3.3,-30.4,-30.4,8.3,1.5,1.2,5.3,5.6,7.8,3.2,3.5
ladu:Wokingham,E06000041,2.4,3.7,2.8,-4.2,8.7,5.2,-3.3,-32.8,-32.8,8,2,1.7,6,5.5,8,3.1,4.3
ladu:Buckinghamshire,E06000060,2.7,3.4,2.7,2.7,8.8,3,-0.7,-28,-28,6.2,5,5.1,4.4,5.6,5.1,6.4,3
ladu:Eastbourne,E07000061,1.6,2.4,1.5,-2.9,10.7,1.8,-1.5,-31.9,-31.9,-563.2,2.8,2.7,3.9,5.1,3,7,2.5
ladu:Hastings,E07000062,1.8,3.4,2.5,-0.2,11.5,1.8,-1.5,-30,-30,63,0.6,0.4,3.6,4.9,2.6,7,2.3
ladu:Lewes,E07000063,2.2,2.6,1.7,-0.8,10.2,1.9,-1.5,-30.4,-30.4,6.3,4.3,4.3,4.4,4.8,2.5,7.1,3
ladu:Rother,E07000064,2.3,2.5,1.6,-1.6,10.5,1.9,-1.5,-31,-31,-15.2,4.2,4.2,4.9,4.9,2.8,7.1,3.4
ladu:Wealden,E07000065,2.1,2.4,1.6,-1.2,10.4,1.9,-1.5,-30.7,-30.7,4.2,5,5,4.3,4.7,2.4,7.2,2.8
ladu:Basingstoke and Deane,E07000084,3.9,6.4,5.7,3.9,10.3,7,-0.5,-27.1,-27.1,17.9,2.6,2.4,5.3,9.7,10.2,9.9,3.4
ladu:East Hampshire,E07000085,2.7,2.8,2.1,-1.2,8.7,2.7,-0.7,-30.7,-30.7,3.4,2.6,2.4,5.6,2.9,3.3,2.5,3.7
ladu:Eastleigh,E07000086,1.6,2.2,1.6,2,9.1,1.4,-2.1,-28.4,-28.4,4.9,0.6,0.3,4.3,2.7,2.4,2.9,2.8
ladu:Fareham,E07000087,1.9,2.2,1.5,1.9,9.3,1.4,-2.1,-28.6,-28.6,4.4,1.6,1.5,3.9,2.7,2.4,2.9,2.5
ladu:Gosport,E07000088,2.1,2.6,2.1,3.8,9.4,1.4,-2.1,-27.2,-27.2,9.4,1.3,1.1,3.7,2.7,2.6,2.8,2.2
ladu:Hart,E07000089,2.8,5.4,4.5,-4.8,11.1,7.1,-0.5,-33.2,-33.2,15.9,3.4,3.2,6,9.9,10.4,10,4
ladu:Havant,E07000090,1.7,2,1.3,-1.1,8.6,1.4,-2.1,-30.7,-30.7,6.6,1.9,1.8,4.5,2.7,2.4,2.8,3.3
ladu:New Forest,E07000091,3,3.3,2.3,0.5,9.3,2.7,-0.7,-29.5,-29.5,15.2,2.1,2,5.1,2.9,3.3,2.4,3.3
ladu:Rushmoor,E07000092,4,6.6,5.8,-0.1,9.2,7,-0.5,-29.9,-29.9,18.8,1.6,1.2,5,9.4,10,9.8,3.1
ladu:Test Valley,E07000093,2.8,3.1,2.4,0.2,8.9,2.7,-0.7,-29.7,-29.7,4.8,1.8,1.5,5.9,3,3.4,2.5,4.2
ladu:Winchester,E07000094,3.8,3.8,3.1,6.4,9.3,2.8,-0.7,-25.4,-25.4,3.6,2.3,2.1,5.5,2.9,3.3,2.5,3.8
ladu:Ashford,E07000105,2.8,3.1,2.5,2.1,9.4,2.3,-1,-28.4,-28.4,6,2.4,2.1,6.6,3.4,4.1,2.8,4.6
ladu:Canterbury,E07000106,2.3,2.2,1.3,0.5,4.5,1.8,-1.4,-29.6,-29.6,1,2.1,1.9,4.6,1.8,2.9,0.9,3.2
ladu:Dartford,E07000107,4.1,4.7,4,1.2,12.3,5.2,-5,-29,-29,7.2,3.5,3.2,6.4,5.5,8.9,3.2,4.8
ladu:Dover,E07000108,2.6,2.8,2,1.9,8.8,1.8,-1.4,-28.5,-28.5,19.6,1.2,1,4.8,1.9,3.1,0.9,3.3
ladu:Gravesham,E07000109,4,4.8,4,1.5,11.3,5.2,-5,-28.8,-28.8,10.2,2.6,2.4,4.4,5.1,8.3,3.2,2.4
ladu:Maidstone,E07000110,3.2,3.4,2.8,3.7,10.7,2.4,-1,-27.3,-27.3,4.8,2.5,2.2,6.4,3.5,4.2,2.8,4.3
ladu:Sevenoaks,E07000111,2.4,3.8,3.1,-3.3,8.5,4.1,1.8,-32.2,-32.2,9.4,3.2,2.9,7.1,6.5,6.7,6.5,4.7
ladu:Folkestone and Hythe,E07000112,3,3,2.3,5.1,7.9,1.8,-1.4,-26.3,-26.3,2.9,1.7,1.6,4.2,1.8,3.1,0.9,2.5
ladu:Swale,E07000113,3.7,4.6,3.8,0.3,11.4,5.2,-5,-29.6,-29.6,16.5,2.5,2.3,5.8,5.2,8.6,3.2,3.8
ladu:Thanet,E07000114,2.5,3.2,2.3,1.7,9.5,1.8,-1.4,-28.7,-28.7,-19,0.2,0,4,1.9,3.4,0.9,2.4
ladu:Tonbridge and Malling,E07000115,2.9,4.2,3.5,-0.2,7.5,4,1.8,-30,-30,9.7,3.4,3.1,7.9,6.5,6.7,6.3,5.6
ladu:Tunbridge Wells,E07000116,3.4,4.6,3.9,2.5,9.5,4,1.8,-28.1,-28.1,10,3,2.7,7.4,6.5,6.8,6.4,4.9
ladu:Cherwell,E07000177,3.5,4.3,3.4,-4.1,8.6,6.2,-5.9,-32.8,-32.8,7.9,2.7,2.5,5.1,5.1,6.5,4.3,3.4
ladu:Oxford,E07000178,4.9,5.7,4.9,0.2,14,6.2,-5.9,-29.7,-29.7,9.2,0.9,0.6,3.9,5,6.4,4.3,2.3
ladu:South Oxfordshire,E07000179,3.3,4.1,3.4,-0.7,11.4,6.2,-5.9,-30.4,-30.4,7.4,3.1,2.9,4.7,5.4,6.6,4.4,3
ladu:Vale of White Horse,E07000180,3.8,4.5,3.7,0.2,8.6,6.2,-5.9,-29.7,-29.7,7.5,3.5,3.3,6.3,5.4,6.7,4.3,4.7
ladu:West Oxfordshire,E07000181,3,3.8,3,0,9.9,6.2,-5.9,-29.8,-29.8,8.4,3,2.9,4.9,5.2,6.6,4.3,3.1
ladu:Elmbridge,E07000207,2.7,5.3,4.5,-0.8,5,7.1,-1.4,-30.4,-30.4,12.4,1.1,0.9,3.8,8.7,11.3,5.5,2.3
ladu:Epsom and Ewell,E07000208,2.8,3.1,2.2,-2.6,8.3,4,-3.3,-31.7,-31.7,4.4,2.6,2.6,3.2,3.5,6.2,1,2
ladu:Guildford,E07000209,2.6,4.9,4,-3.7,7.2,7.1,-1.4,-32.5,-32.5,15.1,0.5,0.2,4.4,7.8,10.9,5.1,3.1
ladu:Mole Valley,E07000210,2.6,3,2.1,-1.4,7.6,4,-3.3,-30.9,-30.9,5.3,2.6,2.6,2.8,3.8,6.2,1.1,1.7
ladu:Reigate and Banstead,E07000211,2.6,3,2.2,-4,9.8,4,-3.3,-32.7,-32.7,4.7,2.5,2.4,3.5,3.7,6.3,1,2.4
ladu:Runnymede,E07000212,3.4,5.4,4.5,-1.6,6,7.1,-1.4,-31,-31,14.4,1.2,0.9,4.1,7.7,10.8,5.1,3
ladu:Spelthorne,E07000213,3.2,5.1,4,-6,6.8,7.1,-1.4,-34.1,-34.1,16.5,0.9,0.7,3.6,7.1,10.4,4.8,2.3
ladu:Surrey Heath,E07000214,3.4,5.5,4.6,-0.8,6.9,7.1,-1.4,-30.5,-30.5,15.1,1.3,1.1,3.7,7.8,10.8,5.1,2.3
ladu:Tandridge,E07000215,2.8,3.1,2.3,-1.7,8.2,4,-3.3,-31.1,-31.1,4.9,2.8,2.8,3.7,3.8,6.2,1.1,2.6
ladu:Waverley,E07000216,2.1,4.4,3.5,-5,5.1,7.1,-1.4,-33.4,-33.4,17.3,0.9,0.7,4,8.1,10.9,5.2,2.7
ladu:Woking,E07000217,3.7,5.7,5,0.9,6.7,7.1,-1.4,-29.2,-29.2,13.5,1.1,0.9,3.2,7.8,11,5.1,1.8
ladu:Adur,E07000223,3.4,5.3,4.1,-3.4,9.6,6.3,-1.2,-32.3,-32.3,30.5,1,0.8,3.6,6.5,7.6,6.6,1.9
ladu:Arun,E07000224,3.5,5.2,4.1,-1.2,9.2,6.3,-1.2,-30.7,-30.7,-136.7,2,1.9,4.5,6.8,7.9,6.6,3.1
ladu:Chichester,E07000225,2.9,4.5,3.6,-2.5,8.6,6.3,-1.2,-31.7,-31.7,22.9,2.3,2.1,4.4,7.1,8.1,6.8,2.9
ladu:Crawley,E07000226,3.5,4,3.3,-0.6,10.1,3.6,-1.9,-30.3,-30.3,6.4,1.3,1,4.7,3.6,5.9,2.1,2.9
ladu:Horsham,E07000227,2.8,3.1,2.2,-2.5,10.4,3.6,-1.9,-31.6,-31.6,5.4,3.4,3.2,6,4.1,6.1,2.2,4.3
ladu:Mid Sussex,E07000228,2.6,3.1,2.2,-3.2,9,3.6,-1.9,-32.1,-32.1,5.5,2.9,2.7,5.1,4.1,6.1,2.2,3.3
ladu:Worthing,E07000229,3.9,5.6,4.6,-0.2,9.8,6.3,-1.2,-30,-30,34.7,1.5,1.3,4,6.6,7.7,6.6,2.7
ladu:Bath and North East Somerset,E06000022,2,2.5,2.3,1.8,12.5,2.2,-2,-8.7,-8.7,5.8,2.9,2.4,9,3.9,2.8,4.3,6.3
"ladu:Bristol, City of",E06000023,4.3,4.9,4.7,4.4,14.9,4.8,-2.7,-6.4,-6.4,8.2,1.1,0.2,11,4.1,6.2,2.5,7.2
ladu:Cornwall,E06000052,4.9,4.3,4,1.7,11.3,5.2,-2.3,-8.8,-8.8,-135.3,2.5,2.2,5.8,1,6.3,-2.2,4.1
ladu:Isles of Scilly,E06000053,6.1,4.8,4.4,2.5,11,5.2,-2.3,-8.1,-8.1,-80,3.2,3.4,1.1,-0.5,2.9,-2.3,-0.6
ladu:North Somerset,E06000024,1.8,2.4,2.2,2.2,11.4,2.2,-2,-8.4,-8.4,11.8,2.3,1.9,8.5,4,3.2,4.3,5.6
ladu:Plymouth,E06000026,4.3,3,2.8,-0.7,9.9,2.4,3.3,-10.9,-10.9,-12.5,6.2,6,9,2.8,2,2.7,5.6
ladu:South Gloucestershire,E06000025,2.1,2.6,2.4,3.4,11.9,2.2,-2,-7.3,-7.3,4.7,3.4,2.9,8.9,4,3.2,4.3,6
ladu:Swindon,E06000030,2.8,4.2,4.1,10,12.5,3.8,-3.6,-1.3,-1.3,10.6,-0.2,-1.4,12.3,4.7,5.4,3.7,8.2
ladu:Torbay,E06000027,3,1.8,1.6,1.6,11.2,2.2,-7.2,-8.9,-8.9,55.6,2.4,2.2,5.7,-1,7.9,-5.9,3.7
ladu:Wiltshire,E06000054,3.9,5.4,5.2,5.6,11,6.3,-2,-5.4,-5.4,17.2,2.8,2.4,9,7,8.5,6.1,6.2
ladu:East Devon,E07000040,3.4,5.2,4.9,4.3,11,6.2,-1,-6.5,-6.5,-57.3,1.5,1.1,6.4,6.4,6.8,6.5,4.7
ladu:Exeter,E07000041,3.9,5.7,5.4,3,11.4,6.2,-1,-7.7,-7.7,18.2,1.3,0.8,6.1,6.4,6.9,6.5,4.4
ladu:Mid Devon,E07000042,3.5,5.3,5,2.9,11.1,6.2,-1,-7.7,-7.7,30.6,1.2,0.8,6,6.3,6.6,6.5,4.2
ladu:North Devon,E07000043,3.3,5.2,4.8,1.5,10.8,6.2,-1,-9,-9,-84.1,1.1,0.8,5.7,6.3,6.6,6.5,4
ladu:South Hams,E07000044,2.7,4.2,3.9,0.2,10.5,6.2,-1,-10.2,-10.2,-107.9,1.3,1,5.7,6.2,6.4,6.5,3.7
ladu:Teignbridge,E07000045,3.1,4.9,4.5,-0.3,11.3,6.2,-1,-10.6,-10.6,61.1,1.3,1,6.3,6.4,6.8,6.5,4.6
ladu:Torridge,E07000046,3.5,5.3,4.9,2.6,9.7,6.2,-1,-8.1,-8.1,-19.2,1.6,1.3,6.2,6.1,6.3,6.4,4.2
ladu:West Devon,E07000047,2.5,4.3,3.9,-1.8,11.3,6.2,-1,-12,-12,-49.3,1.3,1,6.1,6.2,6.2,6.5,4.2
"ladu:Bournemouth, Christchurch and Poole",E06000058,2.8,3.8,3.6,3.5,12.1,2.9,0.7,-7.2,-7.2,14.8,2,1.7,5.8,5,1.5,7.6,3.8
ladu:Dorset,E06000059,2.3,3,2.7,2.2,12.4,1.9,0.8,-8.4,-8.4,97,2.8,2.6,4.8,4.7,4.9,4.7,3.3
ladu:Cheltenham,E07000078,1.7,1.7,1.6,4.9,10.1,1.2,-3.6,-6,-6,1.6,2.3,1.9,7.5,2,1.4,2.2,4.7
ladu:Cotswold,E07000079,1.1,0.9,0.8,1.8,8.8,1.2,-3.6,-8.7,-8.7,0.1,3.3,2.9,9.2,2.2,1.5,2.3,6.8
ladu:Forest of Dean,E07000080,2,1.9,1.7,4.3,8.8,1.2,-3.6,-6.5,-6.5,0,2.7,2.2,8.1,2.3,1.7,2.2,5.5
ladu:Gloucester,E07000081,1.5,1.7,1.6,1.8,9.5,1.2,-3.6,-8.8,-8.8,3.7,1.7,1.1,8.3,2.2,1.5,2.1,5.6
ladu:Stroud,E07000082,1.8,1.7,1.6,7.4,8.4,1.2,-3.6,-3.7,-3.7,0.8,2.7,2.2,8.3,2.1,1.4,2.2,5.6
ladu:Tewkesbury,E07000083,1.8,1.5,1.4,4.9,8.4,1.2,-3.6,-5.9,-5.9,-0.2,3.4,2.9,9.5,2.3,1.7,2.2,7.1
ladu:Mendip,E07000187,3.1,3.6,3.3,1.4,11.1,3.7,-0.7,-9.1,-9.1,10.4,2.4,2,7.7,3.7,3.8,3.5,5
ladu:Sedgemoor,E07000188,3.6,4.1,3.9,4.9,11.3,3.7,-0.7,-6,-6,11.3,2.5,2,8,3.8,3.9,3.5,5.4
ladu:South Somerset,E07000189,3,3.6,3.4,4.2,10.4,3.7,-0.7,-6.6,-6.6,18.4,1.9,1.5,7.8,3.8,3.9,3.5,5.2
ladu:Somerset West and Taunton,E07000246,3.6,4.1,3.9,4.4,11.3,3.7,-0.7,-6.4,-6.4,27.3,2.5,2,8.7,3.9,3.9,3.5,6.3
ladu:Isle of Anglesey,W06000001,2.6,3,2,1.3,9.7,1.6,0.5,-31.4,-31.4,31.8,2.9,3.1,0.8,3.8,3,4.8,0.6
ladu:Gwynedd,W06000002,2.6,0.7,-0.1,6.2,9,0.1,-10.2,-28.1,-28.1,-49.9,0.1,0.1,0.4,-4.5,6.1,-10.2,0.4
ladu:Conwy,W06000003,3.1,5.4,4.4,5,6.9,4.9,0.7,-28.9,-28.9,-50.5,0.9,0.8,1.6,6.5,5.9,8,0.9
ladu:Denbighshire,W06000004,3,5.2,4.4,2.3,10.7,4.9,0.7,-30.7,-30.7,-214.4,0.9,0.9,1.8,6.4,5.3,8.1,1.3
ladu:Flintshire,W06000005,3.4,2.9,2.2,2.4,10.9,1.9,-0.1,-30.6,-30.6,-1.8,3.2,2.9,6.1,2,2.5,1.3,4.2
ladu:Wrexham,W06000006,3,2.8,2.2,2.7,12,1.9,-0.1,-30.5,-30.5,0.1,2.3,2,5.9,1.9,2.3,1.3,4
ladu:Powys,W06000023,5.7,5.9,4.9,3.7,10,6.4,-1.2,-29.8,-29.8,-0.8,1.6,1.6,0.9,1.8,10.6,-2.4,0.6
ladu:Ceredigion,W06000008,2.8,2.8,1.7,3.3,8.8,1,-2.1,-30,-30,11.1,1.5,1.6,-0.1,1.2,3.1,0.6,-0.7
ladu:Pembrokeshire,W06000009,2.5,2.4,1.4,2.2,10,1,-2.1,-30.7,-30.7,7.7,1.9,2,1.3,1.6,3.8,0.6,1
ladu:Carmarthenshire,W06000010,1.9,1.8,1,-0.2,9.2,1,-2.1,-32.4,-32.4,-2.7,1.5,1.5,1.2,1.2,2.6,0.6,1
ladu:Swansea,W06000011,3.5,6,5.1,0.1,12.1,6.2,0.3,-32.2,-32.2,132,-1.1,-1.4,3.4,4.9,9.5,3.1,2.4
ladu:Neath Port Talbot,W06000012,3.9,4.1,3.5,4,10.5,4.5,-5.3,-29.6,-29.6,-3.9,2,1.7,6.4,2.5,5.5,0.6,4.4
ladu:Bridgend,W06000013,4.3,4.3,3.5,3.1,10.5,4.5,-5.3,-30.2,-30.2,4.2,2.2,1.8,6.7,2.6,5.8,0.6,4.6
ladu:Vale of Glamorgan,W06000014,5.5,8.1,7.2,9.8,9.6,7.3,4.2,-25.6,-25.6,44.5,2,1.8,3.9,9.1,7.4,11.2,2.9
ladu:Cardiff,W06000015,4.6,7.4,6.5,2.2,11.1,7.2,4.2,-30.8,-30.8,30.2,1.1,0.9,3,9.1,7.5,11.2,2.1
